work_item_id,parent_work_item_id,kind,title,body,labels,sprint
22,1,task,TMJ-ETL-015 - Snapshot tests do spec e script local de validação,"*ID:* TMJ-ETL-015
*Sprint:* Sprint 3 — Spec executavel e governanca do template
*Épico:* DOCX como Spec de Dados

**Sprint:** Sprint 3 — Spec executavel e governanca do template
**Épico:** DOCX como Spec de Dados

**Contexto:** Precisamos de uma verificação rápida (local) que garanta que o spec gerado não mudou sem intenção.
**Escopo:**
- Inclui: snapshot tests (golden files) do Markdown gerado e script local para rodar gate/checks
- Exclui: execução em pipeline remoto

**Implementação (passos):**
- Criar snapshots em `tests/golden/spec/` para saída do checklist e do mapping renderizado.
- Adicionar script `npbb/scripts/run_spec_checks.py` para executar `spec:extract`, `spec:render-mapping` e `spec:gate`.
- Garantir que snapshots sejam atualizados por comando explícito (flag).

**Critérios de aceite:**
- [ ] Snapshot tests falham quando a saída muda sem atualização explícita
- [ ] Script local executa checks e gate de ponta a ponta para o spec
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/scripts/run_spec_checks.py`
- `tests/golden/spec/README.md`
- `tests/test_spec_snapshots.py`

**Dependências:**
- TMJ-ETL-013


## Épico: Ingestion Registry / Catalogo de fontes

---
**Épico:** TMJ 2025 - DOCX como Spec de Dados
**Sprint:** Sprint 3
**ID legado:** TMJ-ETL-022
","tmj2025,etl,task,docx-como-spec-de-dados,sprint-3",Sprint 3
23,2,task,TMJ-ETL-016 - Criar pacote core de registry (sources/ingestions/lineage),"*ID:* TMJ-ETL-016
*Sprint:* Sprint 1 — Registry de sources e ingestions
*Épico:* Ingestion Registry / Catalogo de fontes

**Sprint:** Sprint 1 — Registry de sources e ingestions
**Épico:** Ingestion Registry / Catalogo de fontes

**Contexto:** O ETL precisa de um registry central para rastrear fontes, execucoes de ingestao e posteriormente linhagem.
**Escopo:**
- Inclui: criar `npbb/core/registry/` com tipos e interfaces para registry
- Exclui: migrations e modelos de banco (issue separada)

**Implementação (passos):**
- Criar `npbb/core/registry/` com `__init__.py` e docstrings de modulo.
- Definir tipos base (`SourceId`, `IngestionId`, `IngestionStatus`) e contratos de funcoes.
- Criar `npbb/core/registry/errors.py` com excecoes padrao (mensagens acionaveis).

**Critérios de aceite:**
- [ ] Modulos do registry importam sem erro e possuem docstrings
- [ ] Excecoes padrao existem e sao reutilizaveis por extractors/loaders
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/core/registry/__init__.py`
- `npbb/core/registry/types.py`
- `npbb/core/registry/errors.py`

**Dependências:**
- nenhuma

---
**Épico:** TMJ 2025 - Ingestion Registry / Catalogo de fontes
**Sprint:** Sprint 1
**ID legado:** TMJ-ETL-023
","tmj2025,etl,task,ingestion-registry-catalogo-de-fontes,sprint-1",Sprint 1
24,2,task,TMJ-ETL-017 - Modelos e migration: tabelas sources e ingestions,"*ID:* TMJ-ETL-017
*Sprint:* Sprint 1 — Registry de sources e ingestions
*Épico:* Ingestion Registry / Catalogo de fontes

**Sprint:** Sprint 1 — Registry de sources e ingestions
**Épico:** Ingestion Registry / Catalogo de fontes

**Contexto:** Sem tabelas persistidas, nao existe historico de execucao e nao existe auditoria de origem dos dados.
**Escopo:**
- Inclui: criar modelos ORM e migration Alembic para `sources` e `ingestions`
- Exclui: endpoints de consulta (fica na Sprint 3)

**Implementação (passos):**
- Definir modelos SQLModel para `Source` e `IngestionRun` (campos minimos + indices).
- Criar migration Alembic criando as tabelas e constraints basicas (unique por `source_id`).
- Adicionar enums/valores de status (success/failed/partial) em um dominio controlado.

**Critérios de aceite:**
- [ ] Migration cria tabelas `sources` e `ingestions` com chaves, indices e constraints minimas
- [ ] Modelos ORM existem e refletem o schema criado
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/backend/app/models/etl_registry.py`
- `npbb/backend/alembic/versions/`

**Dependências:**
- TMJ-ETL-016

---
**Épico:** TMJ 2025 - Ingestion Registry / Catalogo de fontes
**Sprint:** Sprint 1
**ID legado:** TMJ-ETL-024
","tmj2025,etl,task,ingestion-registry-catalogo-de-fontes,sprint-1",Sprint 1
25,2,task,TMJ-ETL-018 - Utilitario de hash e metadados de arquivo (source fingerprint),"*ID:* TMJ-ETL-018
*Sprint:* Sprint 1 — Registry de sources e ingestions
*Épico:* Ingestion Registry / Catalogo de fontes

**Sprint:** Sprint 1 — Registry de sources e ingestions
**Épico:** Ingestion Registry / Catalogo de fontes

**Contexto:** A mesma fonte pode existir em versoes diferentes. Precisamos de hash e metadados para detectar mudancas e garantir reprodutibilidade.
**Escopo:**
- Inclui: funcoes para hash (sha256) e coleta de metadados (tamanho, mtime, caminho)
- Exclui: upload/copia de arquivos para raw storage

**Implementação (passos):**
- Implementar `compute_file_sha256(path) -> str` com leitura em chunks.
- Implementar `collect_file_metadata(path) -> FileMetadata`.
- Garantir tratamento de erros (permissao, arquivo inexistente) com excecoes do registry.

**Critérios de aceite:**
- [ ] Hash calculado e estavel para o mesmo conteudo
- [ ] Metadados capturam informacoes minimas para auditoria e debug
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/core/utils/file_fingerprint.py`
- `npbb/core/registry/errors.py`

**Dependências:**
- TMJ-ETL-016

---
**Épico:** TMJ 2025 - Ingestion Registry / Catalogo de fontes
**Sprint:** Sprint 1
**ID legado:** TMJ-ETL-025
","tmj2025,etl,task,ingestion-registry-catalogo-de-fontes,sprint-1",Sprint 1
26,2,task,TMJ-ETL-019 - Servico de registro: register source + start/finish ingestion,"*ID:* TMJ-ETL-019
*Sprint:* Sprint 1 — Registry de sources e ingestions
*Épico:* Ingestion Registry / Catalogo de fontes

**Sprint:** Sprint 1 — Registry de sources e ingestions
**Épico:** Ingestion Registry / Catalogo de fontes

**Contexto:** Extractors e loaders precisam registrar de forma padrao: ""qual arquivo"", ""qual execucao"", ""qual status"".
**Escopo:**
- Inclui: funcoes para registrar source e criar/finalizar ingestion runs no banco
- Exclui: catalogo operacional e consultas agregadas (Sprint 3)

**Implementação (passos):**
- Implementar `register_source_from_path(session, source_id, path) -> Source`.
- Implementar `start_ingestion_run(session, source_id, extractor_name) -> IngestionRun`.
- Implementar `finish_ingestion_run(session, ingestion_id, status, notes) -> None`.

**Critérios de aceite:**
- [ ] Fluxo completo registra source e cria ingestion run com status e timestamps
- [ ] Operacoes sao idempotentes quando aplicavel (source_id unico)
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/backend/app/services/etl_registry_service.py`
- `npbb/backend/app/models/etl_registry.py`

**Dependências:**
- TMJ-ETL-017
- TMJ-ETL-018

---
**Épico:** TMJ 2025 - Ingestion Registry / Catalogo de fontes
**Sprint:** Sprint 1
**ID legado:** TMJ-ETL-026
","tmj2025,etl,task,ingestion-registry-catalogo-de-fontes,sprint-1",Sprint 1
27,2,task,TMJ-ETL-020 - Testes do registry (sources/ingestions + hashing),"*ID:* TMJ-ETL-020
*Sprint:* Sprint 1 — Registry de sources e ingestions
*Épico:* Ingestion Registry / Catalogo de fontes

**Sprint:** Sprint 1 — Registry de sources e ingestions
**Épico:** Ingestion Registry / Catalogo de fontes

**Contexto:** O registry e uma dependencia central. Precisamos garantir que nao quebre quando novos extractors forem adicionados.
**Escopo:**
- Inclui: testes unitarios para hashing e para funcoes de registro (com banco de teste)
- Exclui: testes end-to-end de ETL completo

**Implementação (passos):**
- Criar testes para `compute_file_sha256` e `collect_file_metadata` com arquivos temporarios.
- Criar testes para `register_source_from_path` e `start/finish_ingestion_run` em banco isolado.
- Validar constraints (source_id unico) e transicoes de status.

**Critérios de aceite:**
- [ ] Testes cobrem hashing/metadados e fluxo de registro de ingestao
- [ ] Testes verificam constraints e caminhos de erro (arquivo inexistente, status invalido)
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `tests/test_registry_sources_ingestions.py`
- `npbb/core/utils/file_fingerprint.py`

**Dependências:**
- TMJ-ETL-019

---
**Épico:** TMJ 2025 - Ingestion Registry / Catalogo de fontes
**Sprint:** Sprint 1
**ID legado:** TMJ-ETL-027
","tmj2025,etl,task,ingestion-registry-catalogo-de-fontes,sprint-1",Sprint 1
28,2,task,TMJ-ETL-021 - Modelos e migration: tabela de lineage (fonte + localizacao + evidencia),"*ID:* TMJ-ETL-021
*Sprint:* Sprint 2 — Linhagem de metricas (fonte e localizacao)
*Épico:* Ingestion Registry / Catalogo de fontes

**Sprint:** Sprint 2 — Linhagem de metricas (fonte e localizacao)
**Épico:** Ingestion Registry / Catalogo de fontes

**Contexto:** A regra anti-alucinacao exige que cada metrica aponte para arquivo e local (pagina/slide/aba/range) e evidencia (titulo/label).
**Escopo:**
- Inclui: criar modelo e migration da tabela `lineage_refs` (ou equivalente)
- Exclui: uso dessa tabela em todos os fatos (isso ocorre conforme fatos forem implementados)

**Implementação (passos):**
- Definir modelo SQLModel `LineageRef` com `source_id`, `ingestion_id`, `location_type`, `location_value`, `evidence_text`.
- Criar migration Alembic criando a tabela e indices (por `source_id` e `ingestion_id`).
- Definir dominio controlado para `location_type` (page/slide/sheet/range).

**Critérios de aceite:**
- [ ] Migration cria tabela de linhagem com campos e indices minimos
- [ ] Modelo ORM existe e define dominio para `location_type`
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/backend/app/models/etl_lineage.py`
- `npbb/backend/alembic/versions/`

**Dependências:**
- TMJ-ETL-017

---
**Épico:** TMJ 2025 - Ingestion Registry / Catalogo de fontes
**Sprint:** Sprint 2
**ID legado:** TMJ-ETL-028
","tmj2025,etl,task,ingestion-registry-catalogo-de-fontes,sprint-2",Sprint 2
29,2,task,TMJ-ETL-022 - Padrao de localizacao: formatar e parsear referencias (page/slide/sheet/range),"*ID:* TMJ-ETL-022
*Sprint:* Sprint 2 — Linhagem de metricas (fonte e localizacao)
*Épico:* Ingestion Registry / Catalogo de fontes

**Sprint:** Sprint 2 — Linhagem de metricas (fonte e localizacao)
**Épico:** Ingestion Registry / Catalogo de fontes

**Contexto:** Sem um padrao de representacao, a localizacao vira texto livre e perde valor de auditoria.
**Escopo:**
- Inclui: formatadores e parsers para `location_value` por tipo
- Exclui: extracao automatica de pagina/slide (isso e responsabilidade do extractor)

**Implementação (passos):**
- Implementar `format_location(location_type, parts) -> str` com formatos documentados.
- Implementar `parse_location(location_type, value) -> dict` para validacao e debug.
- Adicionar validacoes (ex.: page deve ser inteiro positivo; sheet nao vazio).

**Critérios de aceite:**
- [ ] Formatadores geram strings consistentes e parsers recuperam a mesma informacao
- [ ] Valores invalidos sao rejeitados com erro claro e acionavel
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/core/registry/location_ref.py`
- `npbb/core/registry/types.py`

**Dependências:**
- TMJ-ETL-021

---
**Épico:** TMJ 2025 - Ingestion Registry / Catalogo de fontes
**Sprint:** Sprint 2
**ID legado:** TMJ-ETL-029
","tmj2025,etl,task,ingestion-registry-catalogo-de-fontes,sprint-2",Sprint 2
30,2,task,TMJ-ETL-023 - Helpers de linhagem para extractors e loaders (API unica),"*ID:* TMJ-ETL-023
*Sprint:* Sprint 2 — Linhagem de metricas (fonte e localizacao)
*Épico:* Ingestion Registry / Catalogo de fontes

**Sprint:** Sprint 2 — Linhagem de metricas (fonte e localizacao)
**Épico:** Ingestion Registry / Catalogo de fontes

**Contexto:** Para evitar ""dados sem fonte"", extractors precisam de helpers padrao que criem `LineageRef` e anexem ao registro extraido.
**Escopo:**
- Inclui: helpers `create_lineage_ref` e `attach_lineage` para registros de staging/canonical
- Exclui: regras de DQ (percentuais, reconciliacao)

**Implementação (passos):**
- Implementar `create_lineage_ref(session, ...) -> LineageRef` (persistindo no banco).
- Implementar `attach_lineage(record, lineage_ref_id) -> record` padronizando campo.
- Documentar no docstring como extractors devem registrar evidencia (titulo da tabela/label do slide).

**Critérios de aceite:**
- [ ] Helpers permitem criar e associar linhagem sem duplicar logica em cada extractor
- [ ] Evidencia e obrigatoria quando o registro representa uma metrica agregada
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/backend/app/services/etl_lineage_service.py`
- `npbb/backend/app/models/etl_lineage.py`

**Dependências:**
- TMJ-ETL-021
- TMJ-ETL-019

---
**Épico:** TMJ 2025 - Ingestion Registry / Catalogo de fontes
**Sprint:** Sprint 2
**ID legado:** TMJ-ETL-030
","tmj2025,etl,task,ingestion-registry-catalogo-de-fontes,sprint-2",Sprint 2
31,2,task,TMJ-ETL-024 - Enforcement: bloquear ou marcar parcial quando faltar linhagem,"*ID:* TMJ-ETL-024
*Sprint:* Sprint 2 — Linhagem de metricas (fonte e localizacao)
*Épico:* Ingestion Registry / Catalogo de fontes

**Sprint:** Sprint 2 — Linhagem de metricas (fonte e localizacao)
**Épico:** Ingestion Registry / Catalogo de fontes

**Contexto:** A disciplina precisa ser aplicada pelo sistema. Se linhagem for opcional, ela vira ausente.
**Escopo:**
- Inclui: validacao central que rejeita registros sem linhagem quando o dataset exige
- Exclui: implementacao de checks de negocio (isso e do epico de Data Quality)

**Implementação (passos):**
- Criar `LineagePolicy` (ex.: required/optional) por dataset.
- Implementar validacao em loaders de staging/canonical: se policy=required e lineage faltar, falhar ingestao.
- Registrar falhas no ingestion run como `partial/failed` conforme severidade configurada.

**Critérios de aceite:**
- [ ] Datasets marcados como required falham quando qualquer registro nao tem linhagem
- [ ] Falha e registrada no ingestion run com mensagem acionavel
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/core/registry/lineage_policy.py`
- `npbb/backend/app/services/etl_registry_service.py`

**Dependências:**
- TMJ-ETL-023

---
**Épico:** TMJ 2025 - Ingestion Registry / Catalogo de fontes
**Sprint:** Sprint 2
**ID legado:** TMJ-ETL-031
","tmj2025,etl,task,ingestion-registry-catalogo-de-fontes,sprint-2",Sprint 2
32,2,task,TMJ-ETL-025 - Testes da linhagem (format/parse + policy enforcement),"*ID:* TMJ-ETL-025
*Sprint:* Sprint 2 — Linhagem de metricas (fonte e localizacao)
*Épico:* Ingestion Registry / Catalogo de fontes

**Sprint:** Sprint 2 — Linhagem de metricas (fonte e localizacao)
**Épico:** Ingestion Registry / Catalogo de fontes

**Contexto:** A linhagem e requisito central e precisa ter testes para evitar regressao.
**Escopo:**
- Inclui: testes unitarios para location_ref e lineage_policy
- Exclui: testes de extractors especificos (XLSX/PDF/PPTX)

**Implementação (passos):**
- Testar roundtrip de `format_location` e `parse_location` por tipo (page/slide/sheet/range).
- Testar `LineagePolicy` em cenarios: required sem lineage, optional sem lineage, required com lineage.
- Validar mensagens de erro e classificacao de status (failed/partial).

**Critérios de aceite:**
- [ ] Testes cobrem format/parse e enforcement de policy
- [ ] Testes cobrem erros de validacao e mensagens acionaveis
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `tests/test_registry_lineage.py`
- `npbb/core/registry/location_ref.py`
- `npbb/core/registry/lineage_policy.py`

**Dependências:**
- TMJ-ETL-024

---
**Épico:** TMJ 2025 - Ingestion Registry / Catalogo de fontes
**Sprint:** Sprint 2
**ID legado:** TMJ-ETL-032
","tmj2025,etl,task,ingestion-registry-catalogo-de-fontes,sprint-2",Sprint 2
33,2,task,TMJ-ETL-026 - View/query: ultima ingestao por source (latest run),"*ID:* TMJ-ETL-026
*Sprint:* Sprint 3 — Catalogo operacional e consultas de auditoria
*Épico:* Ingestion Registry / Catalogo de fontes

**Sprint:** Sprint 3 — Catalogo operacional e consultas de auditoria
**Épico:** Ingestion Registry / Catalogo de fontes

**Contexto:** Precisamos responder rapidamente ""o que foi ingerido"" e ""qual foi a ultima execucao por fonte"".
**Escopo:**
- Inclui: query reutilizavel (ou view) para obter ultimo ingestion run por source_id
- Exclui: cobertura por sessao/dia (issue separada)

**Implementação (passos):**
- Implementar query SQL (ou ORM) `latest_ingestion_by_source(session)`.
- Garantir ordenacao por timestamp e desempate deterministico.
- Documentar o contrato de saida (campos retornados) para reuso em API/CLI.

**Critérios de aceite:**
- [ ] Query retorna uma linha por source com o ultimo status e timestamps
- [ ] Contrato e documentado e estavel para consumo por outras camadas
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/backend/app/services/etl_catalog_queries.py`
- `npbb/backend/app/models/etl_registry.py`

**Dependências:**
- TMJ-ETL-019

---
**Épico:** TMJ 2025 - Ingestion Registry / Catalogo de fontes
**Sprint:** Sprint 3
**ID legado:** TMJ-ETL-033
","tmj2025,etl,task,ingestion-registry-catalogo-de-fontes,sprint-3",Sprint 3
34,2,task,TMJ-ETL-027 - CLI: gerar relatorio operacional de ingestoes (markdown/json),"*ID:* TMJ-ETL-027
*Sprint:* Sprint 3 — Catalogo operacional e consultas de auditoria
*Épico:* Ingestion Registry / Catalogo de fontes

**Sprint:** Sprint 3 — Catalogo operacional e consultas de auditoria
**Épico:** Ingestion Registry / Catalogo de fontes

**Contexto:** O time precisa de um comando unico que gere um resumo de ingestoes e falhas para auditoria e triagem.
**Escopo:**
- Inclui: comando CLI que lista sources, ultimo run, status, notas e contagens basicas
- Exclui: dashboard web

**Implementação (passos):**
- Criar `npbb/etl/cli_catalog.py` com comando `catalog:report`.
- Consumir queries do catalogo e renderizar Markdown e JSON.
- Incluir opcao de filtro por status e por tipo de source (pdf/xlsx/pptx).

**Critérios de aceite:**
- [ ] CLI gera relatorio em Markdown e JSON com informacoes basicas por source
- [ ] Filtros funcionam e nao exigem edicao de codigo
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/etl/cli_catalog.py`
- `npbb/backend/app/services/etl_catalog_queries.py`

**Dependências:**
- TMJ-ETL-026

---
**Épico:** TMJ 2025 - Ingestion Registry / Catalogo de fontes
**Sprint:** Sprint 3
**ID legado:** TMJ-ETL-034
","tmj2025,etl,task,ingestion-registry-catalogo-de-fontes,sprint-3",Sprint 3
35,2,task,TMJ-ETL-028 - API interna: listar sources e ingestions com filtros,"*ID:* TMJ-ETL-028
*Sprint:* Sprint 3 — Catalogo operacional e consultas de auditoria
*Épico:* Ingestion Registry / Catalogo de fontes

**Sprint:** Sprint 3 — Catalogo operacional e consultas de auditoria
**Épico:** Ingestion Registry / Catalogo de fontes

**Contexto:** Para observabilidade e integracao futura, precisamos expor consultas internas (read-only) via API.
**Escopo:**
- Inclui: endpoints internos para listar sources e ingestion runs (com filtros)
- Exclui: autenticacao/roles novos (usar mecanismo existente)

**Implementação (passos):**
- Criar router `internal_catalog` (prefixo `/internal/catalog`).
- Implementar endpoints `GET /sources` e `GET /ingestions` com filtros (status, source_type).
- Reutilizar `etl_catalog_queries` e paginar quando necessario.

**Critérios de aceite:**
- [ ] Endpoints retornam dados consistentes com o CLI e suportam filtros basicos
- [ ] Resposta inclui IDs e timestamps para auditoria
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/backend/app/routers/internal_catalog.py`
- `npbb/backend/app/services/etl_catalog_queries.py`

**Dependências:**
- TMJ-ETL-026

---
**Épico:** TMJ 2025 - Ingestion Registry / Catalogo de fontes
**Sprint:** Sprint 3
**ID legado:** TMJ-ETL-035
","tmj2025,etl,task,ingestion-registry-catalogo-de-fontes,sprint-3",Sprint 3
36,2,task,TMJ-ETL-029 - Query: esqueleto de cobertura por sessao (esperado vs observado),"*ID:* TMJ-ETL-029
*Sprint:* Sprint 3 — Catalogo operacional e consultas de auditoria
*Épico:* Ingestion Registry / Catalogo de fontes

**Sprint:** Sprint 3 — Catalogo operacional e consultas de auditoria
**Épico:** Ingestion Registry / Catalogo de fontes

**Contexto:** A auditoria de lacunas exige cruzar sessoes esperadas com fontes observadas (por tipo de dado).
**Escopo:**
- Inclui: query base para matriz de cobertura (sem regras complexas)
- Exclui: definicao de agenda master e regras de show (fica no epico de Cobertura de shows)

**Implementação (passos):**
- Definir um contrato de saida para cobertura (session_id, dataset, status, sources_present).
- Implementar query que cruza `event_sessions` com `sources/ingestions` por tags/datasets.
- Retornar lista consumivel por DQ e pelo report generator (no futuro).

**Critérios de aceite:**
- [ ] Query produz uma estrutura de cobertura basica por sessao
- [ ] Estrutura e consumivel por outras camadas (DQ e relatorio)
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/backend/app/services/etl_coverage_queries.py`
- `npbb/backend/app/models/etl_registry.py`

**Dependências:**
- TMJ-ETL-026
- TMJ-ETL-046

---
**Épico:** TMJ 2025 - Ingestion Registry / Catalogo de fontes
**Sprint:** Sprint 3
**ID legado:** TMJ-ETL-036
","tmj2025,etl,task,ingestion-registry-catalogo-de-fontes,sprint-3",Sprint 3
37,2,task,TMJ-ETL-030 - Testes do catalogo operacional (queries + API),"*ID:* TMJ-ETL-030
*Sprint:* Sprint 3 — Catalogo operacional e consultas de auditoria
*Épico:* Ingestion Registry / Catalogo de fontes

**Sprint:** Sprint 3 — Catalogo operacional e consultas de auditoria
**Épico:** Ingestion Registry / Catalogo de fontes

**Contexto:** Consultas operacionais precisam ser confiaveis para evitar diagnosticos errados de cobertura.
**Escopo:**
- Inclui: testes unitarios para queries do catalogo e testes basicos dos endpoints internos
- Exclui: testes de UI/dashboard

**Implementação (passos):**
- Criar testes para `latest_ingestion_by_source` e `etl_coverage_queries` com banco de teste.
- Criar testes de API para `/internal/catalog/sources` e `/internal/catalog/ingestions`.
- Validar filtros e ordenacao.

**Critérios de aceite:**
- [ ] Testes cobrem queries e endpoints com cenarios de status/filtros
- [ ] Testes validam ordenacao deterministica e formatos de resposta
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `tests/test_catalog_queries.py`
- `tests/test_internal_catalog_api.py`

**Dependências:**
- TMJ-ETL-028
- TMJ-ETL-029


## Épico: Extractors por tipo (PDF/XLSX/PPTX)

---
**Épico:** TMJ 2025 - Ingestion Registry / Catalogo de fontes
**Sprint:** Sprint 3
**ID legado:** TMJ-ETL-037
","tmj2025,etl,task,ingestion-registry-catalogo-de-fontes,sprint-3",Sprint 3
38,3,task,TMJ-ETL-031 - Criar estrutura base do ETL (extract/transform/load/validate),"*ID:* TMJ-ETL-031
*Sprint:* Sprint 1 — Extractor XLSX (opt-in e leads)
*Épico:* Extractors por tipo (PDF/XLSX/PPTX)

**Sprint:** Sprint 1 — Extractor XLSX (opt-in e leads)
**Épico:** Extractors por tipo (PDF/XLSX/PPTX)

**Contexto:** Precisamos de uma estrutura padrao no repo para evoluir extractors sem espalhar codigo pelo backend.
**Escopo:**
- Inclui: criar pastas e modulos base do ETL com interfaces e docstrings
- Exclui: implementacao de extractors especificos (issues separadas)

**Implementação (passos):**
- Criar `npbb/etl/` e subpastas `extract/`, `transform/`, `load/`, `validate/` com `__init__.py`.
- Definir contrato de extractor (`extract() -> iterator[dict]`) e contrato de loader (`load(records) -> LoadResult`).
- Criar um runner minimo `npbb/etl/runner.py` para orquestrar extract + load com ingestion_id.

**Critérios de aceite:**
- [ ] Estrutura de pastas existe e modulos importam sem erro
- [ ] Interfaces basicas de extractor/loader estao definidas e documentadas
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/etl/__init__.py`
- `npbb/etl/extract/__init__.py`
- `npbb/etl/transform/__init__.py`
- `npbb/etl/load/__init__.py`
- `npbb/etl/validate/__init__.py`
- `npbb/etl/runner.py`

**Dependências:**
- TMJ-ETL-019

---
**Épico:** TMJ 2025 - Extractors por tipo (PDF/XLSX/PPTX)
**Sprint:** Sprint 1
**ID legado:** TMJ-ETL-038
","tmj2025,etl,task,extractors-por-tipo-pdf-xlsx-pptx,sprint-1",Sprint 1
39,3,task,TMJ-ETL-032 - Utilitario XLSX: detectar header e normalizar colunas (celulas mescladas),"*ID:* TMJ-ETL-032
*Sprint:* Sprint 1 — Extractor XLSX (opt-in e leads)
*Épico:* Extractors por tipo (PDF/XLSX/PPTX)

**Sprint:** Sprint 1 — Extractor XLSX (opt-in e leads)
**Épico:** Extractors por tipo (PDF/XLSX/PPTX)

**Contexto:** As planilhas de opt-in possuem header com mesclas e lacunas; sem utilitario padrao, cada extractor vira um caso especial.
**Escopo:**
- Inclui: funcoes de leitura XLSX e normalizacao de header/colunas
- Exclui: regras de negocio (segmentos, regua de publico)

**Implementação (passos):**
- Implementar `find_header_row(sheet) -> int` e `build_columns(sheet, header_row) -> list[str]`.
- Criar normalizacao de nomes (trim, uppercase/lowercase, substituicao de espacos) com mapeamento configuravel.
- Retornar tambem metadata de linhagem para XLSX (sheet name, header_row, range usado).

**Critérios de aceite:**
- [ ] Utilitario identifica header row e gera lista de colunas canonicas
- [ ] Saida inclui metadata suficiente para linhagem (aba + linha do cabecalho)
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/etl/extract/xlsx_utils.py`
- `npbb/etl/transform/column_normalize.py`

**Dependências:**
- TMJ-ETL-031
- TMJ-ETL-022

---
**Épico:** TMJ 2025 - Extractors por tipo (PDF/XLSX/PPTX)
**Sprint:** Sprint 1
**ID legado:** TMJ-ETL-039
","tmj2025,etl,task,extractors-por-tipo-pdf-xlsx-pptx,sprint-1",Sprint 1
